Boro-Block-Lot,Address,Neighborhood,Building Classification,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Estimated Expense,Net Operating Income,Full Market Value,Report Year,Boro,BORO_NM
1-00720-7501,420 WEST 23 STREET,CHELSEA,R4-CONDOMINIUM,39,1985.0,37431,1429490,352974.0,1076516,8207998.0,2014,1,MANHATTAN
1-00189-7501,220 WEST BROADWAY,TRIBECA,R9-CONDOMINIUM,24,1915.0,52735,1554514,367635.0,1186879,9050000.0,2014,1,MANHATTAN
1-01397-7502,149 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,12,1915.0,4777,182456,49612.0,132844,1012997.0,2014,1,MANHATTAN
1-01163-7501,211 WEST 71 STREET,UPPER WEST SIDE (59-79),R4-CONDOMINIUM,58,1986.0,58000,2632620,710500.0,1922120,14655996.0,2014,1,MANHATTAN
1-01507-7501,14 EAST 96 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,17,1985.0,25633,879468,264276.0,615192,4691003.0,2014,1,MANHATTAN
1-01539-7501,1801 2 AVENUE,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,290,1985.0,391767,16210237,5902570.0,10307667,78594010.0,2014,1,MANHATTAN
1-01832-7501,26 WEST 97 STREET,MANHATTAN VALLEY,R4-CONDOMINIUM,20,1900.0,13885,431824,162455.0,269369,2054000.0,2014,1,MANHATTAN
1-01410-7501,1068 LEXINGTON AVENUE,UPPER EAST SIDE (59-79),R9-CONDOMINIUM,81,1961.0,123370,5189777,1603659.0,3586118,27344000.0,2014,1,MANHATTAN
1-01320-7502,216 EAST 47 STREET,MIDTOWN EAST,R4-CONDOMINIUM,48,1985.0,77029,3228285,1210126.0,2018159,15387997.0,2014,1,MANHATTAN
1-01487-7501,1420 YORK AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,95,1956.0,50038,1654536,399100.0,1255436,9573003.0,2014,1,MANHATTAN
1-01320-7503,210 EAST 47 STREET,MIDTOWN EAST,R4-CONDOMINIUM,92,1957.0,63927,2188293,763633.0,1424660,10863003.0,2014,1,MANHATTAN
1-01118-7501,29 WEST 65 STREET,UPPER WEST SIDE (59-79),R4-CONDOMINIUM,54,1939.0,40545,1176633,345473.0,831160,6337005.0,2014,1,MANHATTAN
1-01219-7501,100 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,108,1985.0,145070,5450280,1914924.0,3535356,26957018.0,2014,1,MANHATTAN
1-01376-7501,4 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,13,1910.0,33255,1373258,399260.0,973998,7427001.0,2014,1,MANHATTAN
1-00880-7501,117 EAST 24 STREET,GRAMERCY,R4-CONDOMINIUM,11,1920.0,39238,1323890,457515.0,866375,6605999.0,2014,1,MANHATTAN
1-01473-7501,404 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,208,1986.0,205982,9034394,2646631.0,6387763,48706024.0,2014,1,MANHATTAN
1-01338-7501,846 2 AVENUE,MIDTOWN EAST,R4-CONDOMINIUM,113,1980.0,86845,3350480,1025639.0,2324841,17727001.0,2014,1,MANHATTAN
1-00569-7503,16 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,37,1910.0,52493,1749483,537160.0,1212323,9243997.0,2014,1,MANHATTAN
1-00768-7501,210 WEST 19 STREET,CHELSEA,R4-CONDOMINIUM,69,1939.0,51717,2026642,565268.0,1461374,11142996.0,2014,1,MANHATTAN
1-01542-7501,301 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,538,1974.0,433154,18097174,5449077.0,12648097,96439973.0,2014,1,MANHATTAN
1-01220-7501,127 WEST 89 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,47,1900.0,33570,1153211,420225.0,732986,5588993.0,2014,1,MANHATTAN
1-01838-7501,420 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,60,1941.0,47400,629946,322320.0,307626,1997994.0,2014,1,MANHATTAN
1-01413-7501,124 EAST 79 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,66,1985.0,97000,3544380,827410.0,2716970,20717009.0,2014,1,MANHATTAN
1-01341-7502,317 EAST 48 STREET,MIDTOWN EAST,R4-CONDOMINIUM,126,1962.0,82112,2760538,828093.0,1932445,14734985.0,2014,1,MANHATTAN
1-01229-7501,203 WEST 81 STREET,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,55,1920.0,80629,2485792,751462.0,1734330,13224002.0,2014,1,MANHATTAN
1-01515-7501,108 EAST 87 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,65,1939.0,60335,2016396,532155.0,1484241,11317002.0,2014,1,MANHATTAN
1-01840-7501,7 WEST 104 STREET,MANHATTAN VALLEY,R2-CONDOMINIUM,77,1986.0,87732,1829212,724666.0,1104546,8113999.0,2014,1,MANHATTAN
1-00869-7501,441 5 AVENUE,MURRAY HILL,R4-CONDOMINIUM,174,1986.0,136404,5857188,1947849.0,3909339,29808008.0,2014,1,MANHATTAN
1-01613-7501,1255 5 AVENUE,UPPER EAST SIDE (96-110),R4-CONDOMINIUM,59,1925.0,63284,1592225,720172.0,872053,6620004.0,2014,1,MANHATTAN
1-01457-7501,403 EAST 62 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,54,1985.0,55942,2176703,629348.0,1547355,11798000.0,2014,1,MANHATTAN
1-01146-7501,306 COLUMBUS AVENUE,UPPER WEST SIDE (59-79),R9-CONDOMINIUM,62,1952.0,70100,2603752,730113.0,1873639,14286000.0,2014,1,MANHATTAN
1-00444-7501,72 EAST 3 STREET,EAST VILLAGE,R4-CONDOMINIUM,20,1900.0,17225,688136,129958.0,558178,4256001.0,2014,1,MANHATTAN
1-01436-7501,1178 2 AVENUE,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,110,1986.0,112573,4855497,1288675.0,3566822,27197010.0,2014,1,MANHATTAN
1-00892-7501,148 EAST 37 STREET,MURRAY HILL,R4-CONDOMINIUM,78,1963.0,45116,1652315,441604.0,1210711,9231010.0,2014,1,MANHATTAN
1-00780-7501,406 8 AVENUE,FASHION,R4-CONDOMINIUM,29,1986.0,26864,1011430,316995.0,694435,5295006.0,2014,1,MANHATTAN
1-00766-7501,252 WEST 17 STREET,CHELSEA,R4-CONDOMINIUM,16,1985.0,19718,687567,179631.0,507936,3872999.0,2014,1,MANHATTAN
1-01576-7501,510 EAST 80 STREET,UPPER EAST SIDE (79-96),R4-CONDOMINIUM,91,1986.0,81223,2979260,857715.0,2121545,16176007.0,2014,1,MANHATTAN
1-01369-7501,420 EAST 58 STREET,MIDTOWN EAST,R4-CONDOMINIUM,75,1986.0,85992,2942288,706855.0,2235433,17045000.0,2014,1,MANHATTAN
1-00284-7502,165 HENRY STREET,LOWER EAST SIDE,R4-CONDOMINIUM,30,1928.0,21223,681620,223176.0,458444,3495998.0,2014,1,MANHATTAN
1-01837-7501,418 CENTRAL PARK WEST,MANHATTAN VALLEY,R4-CONDOMINIUM,88,1902.0,88060,2402277,1054078.0,1348199,10259000.0,2014,1,MANHATTAN
1-01365-7501,966 1 AVENUE,MIDTOWN EAST,R4-CONDOMINIUM,189,1958.0,196802,6868390,1958180.0,4910210,37439995.0,2014,1,MANHATTAN
1-00500-7502,93 GREENE STREET,SOHO,R4-CONDOMINIUM,29,1900.0,36223,919544,318714.0,600830,4562002.0,2014,1,MANHATTAN
1-01237-7501,2421 BROADWAY,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,72,1920.0,147994,4707786,1610214.0,3097572,23618990.0,2014,1,MANHATTAN
1-00876-7501,7 GRAMERCY PARK WEST,GRAMERCY,R4-CONDOMINIUM,24,1913.0,30260,1093899,269314.0,824585,6286999.0,2014,1,MANHATTAN
1-01043-7501,87177 8 AVENUE,MIDTOWN WEST,R4-CONDOMINIUM,65,1942.0,54785,1984816,579702.0,1405114,10714000.0,2014,1,MANHATTAN
1-01310-7503,150 EAST 56 STREET,MIDTOWN CBD,R4-CONDOMINIUM,75,1956.0,65658,2339395,818755.0,1520640,11595001.0,2014,1,MANHATTAN
1-00779-7501,252 WEST 30 STREET,FASHION,R4-CONDOMINIUM,24,1927.0,52598,1938590,603433.0,1335157,10179999.0,2014,1,MANHATTAN
1-01881-7502,520 CATHEDRAL PARKWAY,UPPER WEST SIDE (96-116),R4-CONDOMINIUM,36,1911.0,59769,1506776,569001.0,937775,7119004.0,2014,1,MANHATTAN
1-00441-7501,224 1 AVENUE,EAST VILLAGE,R4-CONDOMINIUM,40,1911.0,25528,1086819,269630.0,817189,6230999.0,2014,1,MANHATTAN
1-00587-7501,76 BEDFORD STREET,GREENWICH VILLAGE-WEST,R2-CONDOMINIUM,30,1929.0,19320,561246,190109.0,371137,2830001.0,2014,1,MANHATTAN
1-00499-7501,127 MERCER STREET,SOHO,R4-CONDOMINIUM,10,1881.0,19827,607434,201882.0,405552,3092000.0,2014,1,MANHATTAN
1-00535-7501,14 WEST 4 STREET,GREENWICH VILLAGE-CENTRAL,R9-CONDOMINIUM,273,1908.0,290492,9298649,2687051.0,6611598,50412000.0,2014,1,MANHATTAN
1-01233-7501,530 WEST END AVENUE,UPPER WEST SIDE (79-96),R4-CONDOMINIUM,45,1912.0,79554,2439913,845388.0,1594525,12158001.0,2014,1,MANHATTAN
1-00563-7501,44 EAST 12 STREET,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,44,1985.0,43542,2015559,517279.0,1498280,11423997.0,2014,1,MANHATTAN
1-01409-7501,157 EAST 74 STREET,UPPER EAST SIDE (59-79),R4-CONDOMINIUM,19,1986.0,41754,1307318,326099.0,981219,7481998.0,2014,1,MANHATTAN
1-00855-7501,43 EAST 25 STREET,FLATIRON,R4-CONDOMINIUM,119,1987.0,123200,5494720,1684144.0,3810576,29055002.0,2014,1,MANHATTAN
1-00637-7501,155 PERRY STREET,GREENWICH VILLAGE-WEST,R4-CONDOMINIUM,32,1913.0,48708,2034170,651259.0,1382911,10544000.0,2014,1,MANHATTAN
1-00537-7502,5420 WEST BROADWAY,GREENWICH VILLAGE-CENTRAL,R4-CONDOMINIUM,10,1928.0,18064,519273,194866.0,324407,2472999.0,2014,1,MANHATTAN
